cpg_id,chrA,startA,RefGene,RefGene_Group,average,median,stdev
cg02322205,12,52640110,KRT7,Body,0.090,0.086,0.003
cg02326058,8,8993102,,,0.088,0.085,0.003
cg02329430,15,73921385,NPTN;NPTN;NPTN;NPTN,Body;Body;Body;Body,0.122,0.114,0.004
cg02338778,2,23840763,KLHL29,Body,0.098,0.076,0.013
cg02348119,17,78003528,TBC1D16,5'UTR,0.087,0.071,0.004
cg02354658,5,95151391,GLRX;GLRX,3'UTR;3'UTR,0.087,0.079,0.005
cg02357541,3,127769619,,,0.100,0.090,0.007
cg02360001,7,39683993,RALA,5'UTR,0.111,0.104,0.005
cg02360367,1,2180027,SKI,Body,0.109,0.108,0.006
cg02363950,1,156676793,CRABP2,TSS1500,0.103,0.096,0.003
cg02365303,5,147052498,JAKMIP2,5'UTR,0.088,0.081,0.003
cg02371631,2,202748718,CDK15,Body,0.114,0.117,0.006
cg02379856,4,114505779,CAMK2D;CAMK2D;CAMK2D;CAMK2D;CAMK2D;CAMK2D,Body;Body;Body;Body;Body;Body,0.124,0.114,0.003
cg02382532,6,42110867,C6orf132,TSS200,0.087,0.074,0.004
cg02385173,11,76571534,ACER3,TSS1500,0.090,0.087,0.003
cg02385661,19,13215729,TRMT1;TRMT1;TRMT1,3'UTR;3'UTR;3'UTR,0.105,0.080,0.005
cg02392882,15,29031879,,,0.101,0.109,0.006
cg02402946,13,21035079,CRYL1,Body,0.101,0.095,0.008
cg02407342,17,42988784,GFAP;GFAP,Body;Body,0.140,0.121,0.011
cg02411937,8,42575546,CHRNB3,Body,0.096,0.104,0.005
cg02412616,22,46422752,,,0.091,0.087,0.004
cg02412810,12,217788,IQSEC3;IQSEC3,Body;5'UTR,0.108,0.103,0.005
cg02415651,6,164255065,,,0.093,0.090,0.004
cg02417857,3,181326706,SOX2OT,TSS1500,0.109,0.120,0.004
cg02422603,13,114890566,RASA3,Body,0.116,0.117,0.004
cg02433406,12,48096050,RPAP3;RPAP3;RPAP3,Body;5'UTR;Body,0.090,0.078,0.008
cg02434314,17,26577760,,,0.098,0.074,0.011
cg02451516,16,74657147,RFWD3,3'UTR,0.087,0.069,0.005
cg02452500,11,13161927,,,0.137,0.146,0.004
cg02474195,3,43391449,SNRK;SNRK,3'UTR;3'UTR,0.089,0.079,0.003
cg02482730,17,75473577,SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9,Body;5'UTR;Body;Body;Body;Body;Body,0.119,0.111,0.005
cg02484352,5,131599890,PDLIM4;PDLIM4,Body;Body,0.088,0.085,0.003
cg02486855,15,67356942,SMAD3,TSS1500,0.117,0.096,0.008
cg02494582,10,128061835,ADAM12;ADAM12,Body;Body,0.100,0.096,0.004
cg02495415,13,24638119,,,0.106,0.101,0.004
cg02515217,17,57918600,MIR21,TSS200,0.094,0.080,0.005
cg02519625,13,114191747,TMCO3,Body,0.099,0.093,0.004
cg02523270,3,193987651,,,0.109,0.094,0.007
cg02526551,1,224031795,TP53BP2;TP53BP2,Body;5'UTR,0.100,0.081,0.004
cg02530407,8,103344822,UBR5,Body,0.087,0.072,0.004
cg02539829,2,197787991,PGAP1,Body,0.121,0.096,0.017
cg02540537,7,112121259,C7orf53;C7orf53;C7orf53,1stExon;5'UTR;5'UTR,0.106,0.100,0.004
cg02546690,11,17834480,SERGEF,Body,0.106,0.110,0.004
cg02549628,4,88896208,SPP1;SPP1;SPP1,TSS1500;TSS1500;TSS1500,0.094,0.086,0.004
cg02551745,3,156809115,,,0.098,0.086,0.005
cg02553302,6,32019840,TNXB,Body,0.117,0.086,0.014
cg02573468,15,41224537,DLL4,Body,0.091,0.079,0.003
cg02578162,16,3927429,CREBBP;CREBBP,Body;Body,0.112,0.100,0.004
cg02579706,3,187960622,LPP;LPP;LPP,5'UTR;5'UTR;5'UTR,0.090,0.086,0.003
cg02611282,7,28338985,CREB5;CREB5,5'UTR;1stExon,0.091,0.071,0.003
cg02620335,17,25583370,,,0.086,0.082,0.003
cg02629791,13,107332814,,,0.087,0.069,0.006
cg02632314,13,41593416,ELF1;ELF1,5'UTR;1stExon,0.100,0.092,0.005
cg02636004,3,119747339,GSK3B;GSK3B,Body;Body,0.092,0.079,0.004
cg02645034,2,121334054,,,0.097,0.091,0.006
cg02647929,16,4714080,MGRN1;MGRN1;MGRN1;MGRN1,Body;Body;Body;Body,0.104,0.086,0.006
cg02652344,9,123553595,FBXW2,5'UTR,0.086,0.085,0.004
cg02655397,11,64859700,,,0.142,0.138,0.012
cg02669055,8,39848333,IDO2,Body,0.094,0.081,0.005
cg02673850,1,211828484,,,0.090,0.077,0.004
cg02711929,10,124220396,HTRA1,TSS1500,0.129,0.111,0.007
cg02712587,15,40268421,EIF2AK4,Body,0.099,0.105,0.005
cg02723617,7,150755897,CDK5;CDK5;SLC4A2,TSS1500;TSS1500;TSS1500,0.129,0.120,0.002
cg02734505,12,54763081,ZNF385A;ZNF385A;ZNF385A,3'UTR;3'UTR;3'UTR,0.095,0.078,0.008
cg02738272,4,41645242,LIMCH1;LIMCH1;LIMCH1;LIMCH1;LIMCH1,Body;Body;Body;Body;Body,0.100,0.109,0.003
cg02741291,16,4901809,UBN1;UBN1,5'UTR;TSS1500,0.092,0.073,0.007
cg02744945,13,32738953,FRY,Body,0.101,0.103,0.002
cg02747612,19,23578679,ZNF91,TSS1500,0.090,0.084,0.009
cg02747901,5,157005623,,,0.125,0.121,0.004
cg02747950,15,63526883,RAB8B,Body,0.114,0.110,0.004
cg02757100,12,54670786,CBX5,5'UTR,0.087,0.087,0.006
cg02762634,17,26458796,NLK,Body,0.102,0.092,0.006
cg02767634,5,179036637,RUFY1;RUFY1;RUFY1,3'UTR;3'UTR;3'UTR,0.105,0.103,0.005
cg02776119,7,131016452,MKLN1;MKLN1,Body;Body,0.115,0.119,0.006
cg02783838,10,11248175,CUGBP2;CUGBP2;CUGBP2;CUGBP2,Body;Body;Body;Body,0.093,0.094,0.002
cg02784232,3,169897975,PHC3,Body,0.094,0.084,0.003
cg02787980,8,28174814,PNOC;PNOC,5'UTR;1stExon,0.101,0.099,0.004
cg02789515,17,25620677,WSB1;WSB1,TSS1500;TSS1500,0.091,0.072,0.008
cg02794358,2,54816818,SPTBN1;SPTBN1,Body;Body,0.090,0.070,0.005
cg02806733,2,231731972,ITM2C;ITM2C;ITM2C,Body;Body;Body,0.092,0.087,0.002
cg02821342,7,130793551,MKLN1;FLJ43663,TSS1500;Body,0.101,0.084,0.005
cg02825887,9,34591041,CNTFR;CNTFR,TSS1500;TSS1500,0.104,0.098,0.006
cg02827132,16,1052529,,,0.087,0.072,0.004
cg02830749,4,154451068,KIAA0922;KIAA0922,Body;Body,0.121,0.131,0.006
cg02849401,11,19668740,NAV2,Body,0.128,0.114,0.004
cg02855207,11,73087016,RELT;RELT,TSS1500;TSS1500,0.102,0.100,0.003
cg02857726,3,149088388,TM4SF1,Body,0.117,0.106,0.006
cg02858132,3,136469005,STAG1,5'UTR,0.090,0.070,0.009
cg02864619,17,78933961,RPTOR;RPTOR,Body;Body,0.095,0.089,0.004
cg02871827,4,7862659,AFAP1;AFAP1,Body;Body,0.100,0.078,0.006
cg02880877,6,125623484,HDDC2,TSS1500,0.086,0.069,0.006
cg02882766,8,18952314,,,0.093,0.089,0.003
cg02895724,18,48719384,MEX3C,Body,0.125,0.101,0.005
cg02899011,14,59223051,,,0.092,0.084,0.004
cg02902865,1,12679132,DHRS3,TSS1500,0.096,0.098,0.004
cg02902946,20,57617168,SLMO2,Body,0.086,0.069,0.005
cg02904701,1,94375598,GCLM,TSS1500,0.109,0.098,0.005
cg02911387,7,101723207,CUX1;CUX1;CUX1,Body;Body;Body,0.086,0.079,0.003
cg02930667,2,219671206,CYP27A1,Body,0.107,0.097,0.008
cg02935494,14,73956710,C14orf169;HEATR4,TSS1500;Body,0.090,0.081,0.005
cg02938926,16,19897553,GPRC5B,TSS1500,0.124,0.120,0.005
cg02951695,10,134400351,INPP5A,Body,0.111,0.104,0.005
cg02953769,6,56591641,DST;DST;DST;DST,Body;Body;Body;Body,0.086,0.078,0.004
cg02960777,7,77562848,PHTF2;PHTF2;PHTF2,Body;Body;Body,0.086,0.091,0.002
cg02968606,14,36298812,BRMS1L,Body,0.109,0.105,0.007
cg02971546,4,8200774,SH3TC1,TSS1500,0.101,0.086,0.005
cg02973961,16,65152965,CDH11,5'UTR,0.102,0.101,0.003
cg02974085,1,222990921,,,0.095,0.070,0.006
cg02977524,1,234747788,,,0.110,0.109,0.001
cg02981368,3,47821224,SMARCC1,Body,0.099,0.075,0.007
cg02992067,16,53856169,FTO,Body,0.090,0.093,0.003
cg03003434,6,159141722,SYTL3,Body,0.105,0.114,0.004
cg03006953,10,77842199,C10orf11,Body,0.099,0.086,0.006
cg03012556,15,93579395,,,0.097,0.082,0.008
cg03015358,10,119088971,PDZD8,Body,0.092,0.068,0.010
cg03023681,8,124551501,FBXO32,Body,0.107,0.105,0.005
cg03024301,6,52440589,TRAM2,Body,0.125,0.129,0.003
cg03039127,3,100123156,LNP1,5'UTR,0.112,0.097,0.006
cg03041510,7,107636217,LAMB1,Body,0.114,0.114,0.004
cg03044533,11,96065844,MAML2,Body,0.153,0.163,0.006
cg03047616,2,230281966,DNER,Body,0.087,0.091,0.003
cg03048162,7,122070359,CADPS2;CADPS2;CADPS2,Body;Body;Body,0.087,0.078,0.003
cg03048432,14,51290751,NIN;NIN;NIN;NIN,5'UTR;5'UTR;TSS1500;5'UTR,0.172,0.179,0.004
cg03049691,17,27039032,PROCA1,TSS200,0.109,0.120,0.004
cg03050022,15,55559759,RAB27A;RAB27A;RAB27A;RAB27A,5'UTR;5'UTR;5'UTR;5'UTR,0.095,0.093,0.003
cg03052078,6,147527113,STXBP5;STXBP5,Body;Body,0.087,0.091,0.002
cg03065308,6,137538584,IFNGR1,Body,0.102,0.094,0.005
cg03068319,6,17600252,FAM8A1,TSS1500,0.093,0.087,0.002
cg03071146,2,54010103,LOC100302652;ASB3;ASB3,Body;5'UTR;5'UTR,0.087,0.063,0.006
cg03074946,12,120687694,PXN;PXN;PXN;PXN,5'UTR;Body;1stExon;Body,0.095,0.079,0.004
cg03082779,20,45947025,ZMYND8;LOC100131496;ZMYND8;ZMYND8,Body;TSS1500;Body;Body,0.091,0.091,0.002
cg03096954,16,85347426,,,0.090,0.078,0.004
cg03108070,6,33245490,B3GALT4,1stExon,0.096,0.092,0.003
cg03116016,16,15583606,C16orf45,Body,0.090,0.090,0.005
cg03122427,10,97552565,ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1,Body;Body;Body;5'UTR;5'UTR;5'UTR;Body,0.088,0.073,0.004
cg03124636,6,30711426,IER3;FLOT1,3'UTR;TSS1500,0.099,0.074,0.005
cg03128029,2,203143288,NOP58,Body,0.098,0.096,0.004
cg03131767,12,123446272,ABCB9;ABCB9;ABCB9,5'UTR;5'UTR;5'UTR,0.096,0.079,0.004
cg03138955,8,19170250,SH2D4A,TSS1500,0.087,0.070,0.005
cg03143060,3,52805638,NEK4,TSS1500,0.087,0.083,0.002
cg03151709,6,30686511,MDC1,TSS1500,0.091,0.087,0.005
cg03155112,7,47556928,TNS3,5'UTR,0.096,0.094,0.005
cg03155301,11,12776288,TEAD1,5'UTR,0.091,0.085,0.004
cg03156170,17,55673870,MSI2;MSI2,Body;Body,0.094,0.077,0.006
cg03158194,2,203773242,WDR12,Body,0.089,0.069,0.005
cg03160656,4,24772661,,,0.109,0.103,0.009
cg03164001,2,26358652,RAB10,3'UTR,0.107,0.101,0.004
cg03191504,2,101922427,RNF149,Body,0.113,0.110,0.006
cg03202732,11,63655087,MARK2;MARK2;MARK2;MARK2;MARK2,TSS1500;Body;Body;Body;Body,0.095,0.093,0.004
cg03210210,5,118690955,TNFAIP8;TNFAIP8,Body;TSS1500,0.096,0.086,0.007
cg03213374,12,8112512,,,0.102,0.084,0.005
cg03216884,6,56514787,DST;DST;DST;DST,Body;Body;Body;Body,0.112,0.106,0.004
cg03223100,2,178137973,,,0.093,0.095,0.005
cg03223894,1,205410136,,,0.115,0.108,0.003
cg03230175,2,157291462,GPD2;GPD2,TSS1500;TSS1500,0.115,0.111,0.004
cg03236137,17,75401367,SEPT9;SEPT9;SEPT9;SEPT9;SEPT9,Body;Body;Body;Body;Body,0.089,0.093,0.002
cg03243768,11,9115107,FLJ46111,TSS1500,0.122,0.129,0.004
cg03256198,1,230283231,GALNT2,Body,0.135,0.127,0.003
cg03257293,1,226927663,ITPKB,TSS1500,0.109,0.124,0.007
cg03263514,22,19711036,GP1BB;SEPT5,TSS200;3'UTR,0.102,0.104,0.007
cg03268697,17,75160330,SEC14L1;SEC14L1;SEC14L1;SEC14L1,Body;Body;Body;Body,0.097,0.093,0.005
cg03269320,16,85385321,,,0.101,0.081,0.009
cg03278299,11,945202,AP2A2,Body,0.131,0.119,0.007
cg03279903,16,81743671,CMIP;CMIP,3'UTR;3'UTR,0.090,0.060,0.009
cg03289764,12,9799858,LOC374443,TSS1500,0.087,0.075,0.004
cg03290131,10,112263831,DUSP5,Body,0.094,0.087,0.006
cg03290827,17,75180760,SEC14L1;SEC14L1;SEC14L1;SEC14L1;SEC14L1,Body;Body;TSS1500;Body;Body,0.094,0.086,0.004
cg03292992,11,33759043,CD59;CD59;CD59;CD59,TSS1500;TSS1500;TSS1500;TSS1500,0.090,0.086,0.005
cg03296935,3,195946851,OSTalpha,Body,0.089,0.086,0.002
cg03301165,16,19712046,C16orf62,3'UTR,0.086,0.092,0.003
cg03302448,10,11046334,CUGBP2,TSS1500,0.086,0.089,0.004
cg03306486,19,1467952,APC2,Body,0.105,0.088,0.013
cg03309455,8,88845118,,,0.113,0.112,0.005
cg03312059,11,95971779,MAML2,Body,0.091,0.086,0.006
cg03312643,3,181659350,,,0.091,0.073,0.006
cg03323067,2,218767655,TNS1,5'UTR,0.100,0.090,0.005
cg03325407,1,114423726,BCL2L15,3'UTR,0.097,0.088,0.002
cg03342208,13,95358540,,,0.098,0.080,0.006
cg03358636,3,197474006,KIAA0226,5'UTR,0.098,0.103,0.004
cg03368758,4,16900733,LDB2;LDB2,TSS1500;TSS1500,0.095,0.097,0.004
cg03371275,11,95974543,MAML2,Body,0.098,0.081,0.005
cg03375002,7,73623876,LAT2;LAT2;LAT2,TSS1500;TSS1500;TSS1500,0.088,0.075,0.004
cg03380518,1,33894461,,,0.095,0.090,0.003
cg03385262,4,128890086,C4orf29,5'UTR,0.087,0.068,0.006
cg03387145,15,100465995,,,0.105,0.070,0.013
cg03393445,8,19249545,SH2D4A,Body,0.086,0.070,0.004
cg03397724,16,375541,AXIN1;AXIN1,Body;Body,0.093,0.077,0.006
cg03403093,2,99132041,INPP4A;INPP4A;INPP4A;INPP4A,5'UTR;5'UTR;5'UTR;5'UTR,0.105,0.098,0.004
cg03413355,15,56537579,,,0.100,0.095,0.005
cg03414898,10,75793477,VCL;VCL,Body;Body,0.107,0.098,0.005
cg03416521,20,19958192,RIN2,Body,0.094,0.091,0.003
cg03438552,6,32805548,TAP2;TAP2,Body;Body,0.090,0.091,0.003
cg03448915,16,66583078,TK2,Body,0.109,0.102,0.002
cg03454863,20,42604284,TOX2;TOX2;TOX2;TOX2,Body;Body;Body;Body,0.094,0.090,0.004
cg03475293,6,7051303,,,0.087,0.081,0.006
cg03492136,12,111137054,,,0.092,0.080,0.004
cg03499808,11,73020459,ARHGEF17,1stExon,0.092,0.073,0.007
cg03517776,2,64834430,,,0.096,0.100,0.005
cg03517918,1,19946398,C1orf151,Body,0.090,0.082,0.002
cg03519879,14,74227499,C14orf43;C14orf43,5'UTR;TSS1500,0.086,0.079,0.002
cg03527802,16,29819931,MAZ;MAZ,Body;Body,0.102,0.089,0.003
cg03529189,12,64292138,SRGAP1,Body,0.097,0.079,0.007
cg03532030,2,242824433,,,0.086,0.060,0.011
cg03535255,16,87492531,ZCCHC14,Body,0.089,0.058,0.010
cg03536711,1,221509067,LOC400804,Body,0.095,0.087,0.006
cg03538814,19,34667843,LSM14A;LSM14A,Body;Body,0.091,0.079,0.006
cg03540589,3,39192364,CSRNP1,5'UTR,0.096,0.089,0.004
cg03549739,2,86163631,,,0.092,0.095,0.003
cg03550773,14,35163458,,,0.096,0.086,0.003
cg03579446,8,126216633,NSMCE2,Body,0.109,0.079,0.014
cg03580292,4,174411723,,,0.124,0.110,0.004
cg03581797,14,81893864,,,0.087,0.081,0.003
cg03586820,1,16679780,FBXO42,TSS1500,0.092,0.071,0.004
cg03587907,9,138986185,NACC2,5'UTR,0.108,0.106,0.004
cg03590237,6,52439807,TRAM2,Body,0.123,0.103,0.005
cg03590328,7,2684462,TTYH3,Body,0.104,0.100,0.002
cg03601549,16,78627941,WWOX,Body,0.088,0.090,0.007
cg03607573,11,93471889,TAF1D,Body,0.103,0.097,0.003
cg03611060,1,59281067,,,0.108,0.033,0.030
cg03613618,8,97658325,PGCP,5'UTR,0.137,0.138,0.003
cg03621504,12,116571240,MED13L,Body,0.097,0.104,0.002
cg03626208,12,2443169,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,0.112,0.098,0.006
cg03630736,17,74069290,SRP68,TSS1500,0.107,0.081,0.009
cg03630790,3,30702018,TGFBR2;TGFBR2,Body;Body,0.089,0.094,0.004
cg03631457,10,20230737,PLXDC2,Body,0.093,0.059,0.009
cg03636234,8,101271359,RNF19A;RNF19A,Body;Body,0.107,0.116,0.002
cg03637218,5,115209107,AP3S1,Body,0.090,0.082,0.004
cg03652336,4,141017399,MAML3,Body,0.093,0.087,0.004
cg03653573,5,131762326,C5orf56,Body,0.109,0.106,0.004
cg03655142,1,153950843,JTB,TSS1500,0.101,0.083,0.005
cg03658003,16,48407651,SIAH1,5'UTR,0.088,0.088,0.002
cg03658557,4,96012317,BMPR1B,5'UTR,0.126,0.114,0.008
cg03664994,2,55246602,RTN4;RTN4;RTN4;RTN4,Body;Body;Body;Body,0.090,0.082,0.005
cg03667871,1,198125222,NEK7,TSS1500,0.101,0.096,0.007
cg03683087,10,114746071,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body,0.135,0.137,0.007
cg03685771,4,1236678,CTBP1;CTBP1,Body;5'UTR,0.099,0.068,0.013
cg03691338,10,50344050,,,0.088,0.070,0.006
cg03691756,8,91688967,,,0.094,0.097,0.003
cg03699074,16,88849875,FAM38A,Body,0.086,0.075,0.004
cg03704073,11,121960000,LOC399959,Body,0.099,0.085,0.005
cg03707696,10,81075467,ZMIZ1,3'UTR,0.090,0.073,0.006
cg03708045,8,48595620,KIAA0146,Body,0.105,0.092,0.006
cg03714676,8,48174649,KIAA0146,Body,0.097,0.094,0.003
cg03723716,11,111609239,PPP2R1B;PPP2R1B,Body;3'UTR,0.118,0.112,0.004
cg03724728,17,38231199,THRA;THRA,Body;Body,0.090,0.084,0.003
cg03738384,16,84628969,COTL1,Body,0.099,0.070,0.008
cg03745372,3,57197870,IL17RD,Body,0.092,0.076,0.005
cg03760308,6,76310551,SENP6;SENP6,TSS1500;TSS1500,0.095,0.088,0.002
cg03772567,1,55676815,USP24,Body,0.147,0.147,0.006
cg03776082,2,136884116,,,0.105,0.089,0.006
cg03781224,3,127481599,MGLL;MGLL,Body;Body,0.106,0.112,0.003
cg03786920,20,2113886,STK35,3'UTR,0.144,0.144,0.003
cg03792964,3,73836161,,,0.091,0.076,0.005
cg03797115,4,110625010,CASP6;CASP6,TSS1500;TSS1500,0.113,0.106,0.004
cg03797139,6,139472304,HECA,Body,0.087,0.075,0.005
cg03809954,10,21801394,,,0.090,0.092,0.005
cg03812676,11,67254381,AIP,Body,0.104,0.099,0.004
cg03816370,2,190616071,OSGEPL1,Body,0.090,0.076,0.005
cg03819134,5,957584,,,0.086,0.074,0.006
cg03822873,7,128899554,AHCYL2;AHCYL2,Body;Body,0.098,0.063,0.006
cg03829559,2,54681906,,,0.095,0.092,0.005
cg03836455,10,80684576,,,0.093,0.088,0.008
cg03845363,17,17753516,TOM1L2;TOM1L2,Body;Body,0.138,0.135,0.002
cg03846076,5,172743837,STC2,3'UTR,0.093,0.076,0.006
cg03852144,5,95159639,GLRX;GLRX,TSS1500;TSS1500,0.120,0.107,0.007
cg03860038,10,134231517,,,0.124,0.096,0.007
cg03862437,3,194353432,TMEM44;TMEM44;TMEM44;TMEM44,Body;Body;Body;Body,0.094,0.081,0.004
cg03867607,12,56554439,MYL6;MYL6,3'UTR;Body,0.096,0.096,0.003
cg03877767,2,11680057,GREB1;GREB1,5'UTR;TSS200,0.138,0.108,0.008
cg03879180,2,24713283,,,0.095,0.086,0.003
cg03883275,10,49608385,MAPK8;MAPK8;MAPK8;MAPK8,TSS1500;TSS1500;TSS1500;TSS1500,0.099,0.085,0.006
cg03889013,10,134143489,,,0.103,0.079,0.013
cg03906681,15,38378237,,,0.095,0.084,0.004
cg03915740,8,129050605,PVT1,Body,0.129,0.133,0.007
cg03935096,16,9048985,USP7,Body,0.097,0.087,0.004
cg03941745,16,30442009,DCTPP1,TSS1500,0.150,0.137,0.011
cg03957124,6,37016869,,,0.090,0.092,0.003
cg03960326,8,42065741,PLAT;PLAT,TSS1500;TSS1500,0.093,0.094,0.003
cg03962463,1,110906299,SLC16A4,3'UTR,0.092,0.097,0.005
cg03971555,1,9788769,PIK3CD,3'UTR,0.088,0.085,0.005
cg03981685,1,87615654,LOC339524,Body,0.101,0.100,0.005
cg03984758,4,57944634,IGFBP7,Body,0.099,0.077,0.010
cg03987605,1,243639212,SDCCAG8,Body,0.097,0.110,0.004
cg03989451,5,71402641,MAP1B,TSS1500,0.120,0.103,0.006
cg03992114,13,113343376,ATP11A;ATP11A,TSS1500;TSS1500,0.097,0.075,0.007
cg04011338,2,238777587,RAMP1,Body,0.109,0.083,0.009
cg04025970,8,8727303,MFHAS1,Body,0.104,0.096,0.004
cg04035064,2,46243113,PRKCE,Body,0.093,0.071,0.006
cg04041639,17,80817577,TBCD,Body,0.099,0.093,0.003
cg04046364,12,58210661,AVIL,TSS1500,0.089,0.082,0.003
cg04049542,11,66532827,C11orf80,Body,0.099,0.060,0.016
cg04051396,12,93130178,PLEKHG7,TSS200,0.091,0.082,0.007
cg04056757,17,73361703,GRB2;GRB2,Body;Body,0.108,0.105,0.005
cg04064032,10,114846876,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body,0.107,0.096,0.004
cg04065210,7,35074628,DPY19L1,Body,0.098,0.106,0.003
cg04077692,1,243570771,SDCCAG8,Body,0.100,0.094,0.003
cg04078118,22,40439969,TNRC6B,TSS1500,0.103,0.088,0.005
cg04087571,11,116723030,SIK3,Body,0.106,0.097,0.006
cg04093633,15,82469848,EFTUD1;EFTUD1,Body;Body,0.114,0.097,0.005
cg04103993,2,196934154,DNAH7,TSS1500,0.093,0.075,0.005
cg04111102,1,66153794,,,0.127,0.124,0.003
cg04117986,5,149517768,PDGFRB,5'UTR,0.111,0.105,0.001
cg04118119,13,47371987,ESD,TSS1500,0.102,0.098,0.003
cg04121731,16,31886923,ZNF267,Body,0.091,0.097,0.006
cg04124457,15,56036455,PRTG,TSS1500,0.096,0.099,0.004
cg04132186,3,184322709,,,0.094,0.071,0.005
cg04142296,8,38757532,PLEKHA2,TSS1500,0.122,0.087,0.011
cg04146883,11,46062035,PHF21A;PHF21A,Body;Body,0.098,0.085,0.006
cg04158698,1,201523041,,,0.109,0.105,0.003
cg04168675,2,225809655,DOCK10,Body,0.097,0.073,0.007
cg04172771,8,50892702,SNTG1,5'UTR,0.099,0.090,0.004
cg04173396,8,61821400,,,0.125,0.144,0.007
cg04200485,11,95900374,MAML2,Body,0.090,0.077,0.003
cg04202511,16,68117991,NFATC3;NFATC3;NFATC3;NFATC3,TSS1500;TSS1500;TSS1500;TSS1500,0.098,0.083,0.005
cg04206257,3,118627022,IGSF11;IGSF11,Body;Body,0.102,0.090,0.008
cg04212846,21,36168008,RUNX1;RUNX1,Body;Body,0.098,0.109,0.004
cg04214305,17,19235050,EPN2;EPN2;EPN2,Body;Body;Body,0.092,0.081,0.004
cg04233620,21,46629219,ADARB1;ADARB1;ADARB1;ADARB1;ADARB1;ADARB1;ADARB1,Body;Body;Body;Body;Body;Body;Body,0.090,0.068,0.003
cg04244170,3,100116021,TOMM70A,Body,0.092,0.088,0.006
cg04248332,1,31423071,SNORD103A;PUM1;PUM1,TSS1500;Body;Body,0.098,0.089,0.006
cg04249993,13,49019949,LPAR6;RB1,TSS1500;Body,0.092,0.065,0.010
cg04250837,1,231765185,TSNAX-DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,0.108,0.110,0.006
cg04252044,3,188664747,,,0.087,0.083,0.003
cg04258189,11,125071481,PKNOX2,5'UTR,0.108,0.106,0.005
cg04258520,14,103868351,MARK3;MARK3;MARK3;MARK3;MARK3,Body;Body;Body;Body;Body,0.108,0.119,0.008
cg04259706,13,100545517,CLYBL,3'UTR,0.090,0.089,0.003
cg04260676,1,1774322,GNB1,5'UTR,0.087,0.091,0.005
cg04270489,11,85827505,,,0.103,0.094,0.005
cg04286737,20,4665645,PRNP;PRNP;PRNP;PRNP,TSS1500;TSS1500;TSS1500;TSS1500,0.093,0.098,0.002
cg04294971,17,80006775,RFNG,Body,0.087,0.076,0.005
cg04304687,5,125350677,,,0.115,0.119,0.005
cg04304779,4,187621799,FAT1,Body,0.098,0.095,0.005
cg04308687,1,100231682,FRRS1,TSS1500,0.086,0.083,0.005
cg04308938,20,52185464,ZNF217,3'UTR,0.086,0.057,0.011
cg04319611,3,171784422,FNDC3B;FNDC3B,5'UTR;5'UTR,0.104,0.103,0.005
cg04340651,15,93617080,RGMA;RGMA;RGMA;RGMA;RGMA;RGMA;RGMA,1stExon;Body;5'UTR;TSS200;TSS200;TSS1500;5'UTR,0.090,0.088,0.002
cg04365699,3,177320997,,,0.173,0.166,0.006
cg04370247,10,126308552,FAM53B,3'UTR,0.091,0.086,0.004
cg04376360,2,12147243,,,0.101,0.104,0.003
cg04376887,16,88868839,CDT1,TSS1500,0.109,0.082,0.006
cg04383058,11,67273507,PITPNM1;PITPNM1,TSS1500;TSS1500,0.098,0.103,0.004
cg04384112,16,75339383,CFDP1,Body,0.087,0.066,0.005
cg04387597,17,72443179,GPRC5C;GPRC5C,3'UTR;3'UTR,0.087,0.086,0.002
cg04388901,3,48056973,MAP4;MAP4;MAP4,5'UTR;5'UTR;5'UTR,0.096,0.081,0.008
cg04388970,7,32541235,AVL9,Body,0.097,0.087,0.006
cg04399632,16,11837547,TXNDC11,TSS1500,0.092,0.077,0.006
cg04403423,1,116917619,ATP1A1;ATP1A1,Body;Body,0.150,0.136,0.008
